nationality,positions,mean_wage,mean_value,mean_overall,count
Egypt,RW,121333.33333333333,43616666.666666664,72.0,3
Egypt,CDM,35000.0,3850000.0,72.5,2
Egypt,CB,33000.0,6000000.0,76.0,1
Egypt,RM,26500.0,4000000.0,72.0,2
Egypt,CM,24333.333333333332,3066666.6666666665,70.66666666666667,3
Egypt,ST,18400.0,4080000.0,71.2,5
Egypt,LM,15375.0,2612500.0,68.5,4
Egypt,LB,8000.0,1900000.0,70.0,1
Egypt,CAM,7166.666666666667,1516666.6666666667,66.33333333333333,3
Egypt,LW,6333.333333333333,1150000.0,64.0,3
El Salvador,CDM,3000.0,850000.0,68.0,1
El Salvador,RM,2000.0,1200000.0,66.0,1
El Salvador,RWB,2000.0,1200000.0,66.0,1
El Salvador,ST,2000.0,725000.0,61.0,1
El Salvador,CM,1900.0,637500.0,62.5,2
El Salvador,CAM,1400.0,575000.0,59.0,2
El Salvador,GK,700.0,625000.0,61.0,1
Equatorial Guinea,LB,22000.0,2800000.0,73.0,1
Equatorial Guinea,CDM,14000.0,2300000.0,68.5,2
Equatorial Guinea,RB,12000.0,1900000.0,68.0,2
Equatorial Guinea,CM,10333.333333333334,2100000.0,67.66666666666667,3
Equatorial Guinea,LW,3000.0,500000.0,59.0,1
Equatorial Guinea,CAM,2500.0,1300000.0,64.0,2
Equatorial Guinea,CB,2000.0,1000000.0,63.0,1
Equatorial Guinea,CF,2000.0,2100000.0,69.0,1
Equatorial Guinea,GK,2000.0,475000.0,59.0,1
Equatorial Guinea,LM,2000.0,1000000.0,66.0,1
Equatorial Guinea,RM,2000.0,1000000.0,66.0,1
Equatorial Guinea,ST,2000.0,1000000.0,66.0,1
Estonia,CB,4000.0,687500.0,62.0,2
Estonia,RB,3000.0,525000.0,58.0,1
Estonia,CF,2000.0,750000.0,64.0,1
Estonia,GK,2000.0,900000.0,62.0,1
Estonia,ST,1400.0,625000.0,61.5,2
Estonia,CAM,1000.0,550000.0,60.0,1
Estonia,CM,1000.0,550000.0,60.0,1
Estonia,LW,800.0,500000.0,59.0,1
Ethiopia,LB,700.0,150000.0,63.0,1
Ethiopia,LM,700.0,150000.0,63.0,1
Ethiopia,RB,700.0,150000.0,63.0,1
Faroe Islands,LW,1000.0,525000.0,64.0,1
Faroe Islands,RB,1000.0,525000.0,64.0,1
Faroe Islands,RW,1000.0,525000.0,64.0,1
Fiji,CF,3000.0,1200000.0,71.0,1
Fiji,ST,3000.0,1200000.0,71.0,1
Finland,ST,9483.333333333334,1818750.0,65.66666666666667,12
Finland,GK,6650.0,2241000.0,62.2,10
Finland,CM,6300.0,1643181.8181818181,64.45454545454545,11
Finland,LB,6166.666666666667,1516666.6666666667,68.66666666666667,3
Finland,RM,5987.5,1737500.0,67.5,4
Finland,LM,5550.0,1566666.6666666667,65.66666666666667,3
Finland,CDM,4833.333333333333,1470833.3333333333,65.33333333333333,6
Finland,CAM,2794.4444444444443,1022222.2222222222,62.666666666666664,9
Finland,CB,2166.6666666666665,904166.6666666666,65.0,12
Finland,LWB,1216.6666666666667,825000.0,63.0,3
Finland,LW,1000.0,625000.0,61.888888888888886,9
Finland,RWB,950.0,350000.0,63.0,1
Finland,RW,714.2857142857143,553571.4285714285,60.857142857142854,7
Finland,RB,575.0,429166.6666666667,60.666666666666664,6
France,CF,70980.0,18845000.0,73.6,15
France,LW,22561.764705882353,11279264.705882354,70.3529411764706,34
France,ST,20051.290322580644,7390000.0,68.68387096774194,155
France,RW,18296.969696969696,5335606.060606061,67.48484848484848,33
France,CM,13659.83606557377,5074508.196721312,68.34426229508196,244
France,CDM,13460.597826086956,4949972.826086956,68.02173913043478,184
France,LB,13156.024096385541,4622289.156626506,68.04819277108433,83
France,CB,13125.115207373272,4736129.0322580645,67.7557603686636,217
France,LM,12717.777777777777,5481407.407407408,67.54074074074074,135
France,RM,12096.666666666666,5507958.333333333,68.58333333333333,120
France,CAM,10752.020202020201,5140101.01010101,67.93939393939394,99
France,RB,10565.346534653465,3444059.405940594,67.5940594059406,101
France,RWB,9654.6875,2742187.5,67.71875,32
France,LWB,7201.428571428572,2244285.714285714,67.17142857142858,35
France,GK,6787.378640776699,2506601.9417475727,65.7864077669903,103
Gabon,ST,107000.0,17750000.0,79.0,2
Gabon,LM,20500.0,4000000.0,73.0,2
Gabon,RM,20500.0,4000000.0,73.0,2
Gabon,CDM,10750.0,3050000.0,71.75,4
Gabon,CM,9800.0,2540000.0,69.2,5
Gabon,CAM,6000.0,500000.0,59.0,1
Gabon,CB,2925.0,712500.0,66.5,4
Gabon,LB,2000.0,775000.0,65.66666666666667,3
Gabon,LW,2000.0,850000.0,65.0,1
Gabon,LWB,2000.0,975000.0,67.0,1
Gabon,RB,2000.0,500000.0,65.0,1
Gabon,RW,2000.0,850000.0,65.0,1
Gambia,CAM,17000.0,11225000.0,71.0,2
Gambia,CF,14000.0,8025000.0,66.33333333333333,3
Gambia,RW,11000.0,3200000.0,72.0,1
Gambia,RB,8000.0,2900000.0,72.0,1
Gambia,CDM,7333.333333333333,1733333.3333333333,67.33333333333333,3
Gambia,RWB,6500.0,2100000.0,69.0,2
Gambia,CB,6250.0,2325000.0,68.75,4
Gambia,LW,5800.0,1370000.0,64.6,5
Gambia,LB,5000.0,1150000.0,66.5,2
Gambia,RM,4571.428571428572,1650000.0,66.28571428571429,7
Gambia,CM,4000.0,1056250.0,64.75,4
Gambia,ST,4000.0,1030000.0,63.3,10
Gambia,LM,3857.1428571428573,1021428.5714285715,65.14285714285714,7
Georgia,GK,15000.0,9500000.0,76.0,1
Georgia,RW,12000.0,2600000.0,72.0,1
Georgia,LW,10000.0,2400000.0,72.0,1
Georgia,RM,9000.0,2000000.0,70.0,2
Georgia,LM,8483.333333333334,2350000.0,70.5,6
Georgia,CB,6125.0,1468750.0,67.25,4
Georgia,CAM,5487.5,1809375.0,67.75,8
Georgia,LB,5000.0,1200000.0,67.0,1
Georgia,CF,4000.0,2533333.3333333335,69.66666666666667,3
Georgia,LWB,3000.0,737500.0,64.5,2
Georgia,RWB,3000.0,775000.0,65.0,1
Georgia,ST,2670.0,1790000.0,65.6,5
Georgia,CDM,2500.0,625000.0,64.66666666666667,3
Georgia,CM,2478.5714285714284,814285.7142857143,63.42857142857143,7
Germany,CF,26089.285714285714,10529761.904761905,69.52380952380952,42
Germany,LWB,12425.862068965518,4463793.1034482755,69.55172413793103,29
Germany,CM,11876.059322033898,4321758.474576271,67.08050847457628,236
Germany,CAM,10459.48275862069,3975574.7126436783,66.58620689655173,174
Germany,RWB,10198.387096774193,2733870.9677419355,67.3225806451613,31
Germany,LW,9720.535714285714,2641964.285714286,65.32142857142857,56
Germany,CDM,9568.90756302521,3366680.6722689075,66.51680672268908,238
Germany,RB,8832.677165354331,3017716.5354330707,66.15748031496064,127
Germany,RW,8729.508196721312,2906147.5409836066,65.75409836065573,61
Germany,ST,8666.414141414141,2549924.242424242,65.79292929292929,198
Germany,RM,8248.12834224599,3002673.796791444,66.01604278074866,187
Germany,CB,8112.5,2524559.8591549294,66.05281690140845,284
Germany,LM,7864.705882352941,3065382.3529411764,66.09411764705882,170
Germany,LB,7668.220338983051,2292881.3559322036,66.16949152542372,118
Germany,GK,7155.70652173913,1879565.2173913044,64.23913043478261,184
Ghana,LWB,30000.0,2400000.0,71.0,2
Ghana,CDM,14328.846153846154,3174038.4615384615,66.88461538461539,26
Ghana,CM,12316.666666666666,3399166.6666666665,66.73333333333333,30
Ghana,LM,10750.0,2506250.0,67.8125,16
Ghana,RW,10700.0,2027083.3333333333,66.83333333333333,12
Ghana,CB,10276.08695652174,3028043.4782608696,67.08695652173913,23
Ghana,LB,9807.142857142857,1296428.5714285714,65.42857142857143,7
Ghana,CF,9500.0,1800000.0,68.5,2
Ghana,RB,8634.375,1431250.0,65.625,16
Ghana,ST,8516.666666666666,2544166.6666666665,67.56666666666666,30
Ghana,CAM,8352.631578947368,2525000.0,66.63157894736842,19
Ghana,RWB,7000.0,941000.0,64.4,5
Ghana,RM,6780.434782608696,1353478.2608695652,65.65217391304348,23
Ghana,LW,6730.7692307692305,2186538.4615384615,67.07692307692308,13
Ghana,GK,2070.0,1840000.0,66.4,5
Greece,LWB,28375.0,5150000.0,71.25,4
Greece,LB,12969.23076923077,2767307.6923076925,68.15384615384616,13
Greece,ST,12166.666666666666,3744444.4444444445,69.77777777777777,9
Greece,CAM,9791.666666666666,4945833.333333333,70.16666666666667,12
Greece,CM,8529.166666666666,3235416.6666666665,70.75,12
Greece,LW,8500.0,5155555.555555556,70.22222222222223,9
Greece,RB,8084.615384615385,2346153.846153846,69.38461538461539,13
Greece,CDM,7935.0,2820000.0,71.7,10
Greece,CB,5892.307692307692,2847307.6923076925,68.84615384615384,26
Greece,LM,5611.111111111111,3338888.888888889,68.22222222222223,9
Greece,RM,5500.0,4020000.0,69.8,5
Greece,GK,4688.461538461538,3006153.846153846,68.53846153846153,13
Greece,RWB,3262.5,1725000.0,68.5,4
Greece,RW,2878.5714285714284,5142857.142857143,69.85714285714286,7
Grenada,CDM,10000.0,1850000.0,67.5,2
Grenada,CM,10000.0,1850000.0,67.5,2
Grenada,CAM,9000.0,2150000.0,68.0,2
Grenada,CB,3500.0,500000.0,64.0,2
Grenada,LM,3000.0,1600000.0,68.0,1
Guam,RB,2000.0,300000.0,64.0,1
Guatemala,CM,6000.0,500000.0,61.0,1
Guatemala,LB,6000.0,500000.0,61.0,1
Guatemala,LM,6000.0,500000.0,61.0,1
Guinea,CM,16504.545454545456,5263636.363636363,69.0909090909091,11
Guinea,LW,13375.0,2606250.0,67.75,4
Guinea,ST,11033.333333333334,2216666.6666666665,66.0,9
Guinea,LM,9300.0,1875000.0,65.4,5
Guinea,RW,9250.0,2450000.0,70.0,2
Guinea,CDM,6700.0,3275000.0,68.5,8
Guinea,CB,5916.666666666667,1297916.6666666667,66.75,12
Guinea,LB,3933.3333333333335,950000.0,65.0,3
Guinea,RB,3000.0,500000.0,61.5,2
Guinea,RM,2000.0,1262500.0,64.0,2
Guinea,CAM,1250.0,1987500.0,65.5,2
Guinea,GK,1000.0,150000.0,66.0,1
Guinea Bissau,CM,8500.0,1275000.0,67.25,4
Guinea Bissau,CDM,7833.333333333333,1683333.3333333333,67.33333333333333,6
Guinea Bissau,RB,7000.0,1737500.0,69.5,2
Guinea Bissau,RM,6920.0,2445000.0,68.2,5
Guinea Bissau,ST,6000.0,2079166.6666666667,68.0,6
Guinea Bissau,LB,4750.0,1900000.0,66.0,2
Guinea Bissau,RW,4000.0,1000000.0,66.0,1
Guinea Bissau,CAM,2866.6666666666665,1208333.3333333333,65.33333333333333,3
Guinea Bissau,CB,2450.0,537500.0,61.0,2
Guinea Bissau,LWB,2000.0,1100000.0,65.0,1
Guinea Bissau,LM,1400.0,775000.0,63.25,4
Guyana,LM,3000.0,750000.0,65.0,1
Guyana,LW,3000.0,750000.0,65.0,1
Guyana,RW,3000.0,750000.0,65.0,1
Guyana,CB,2000.0,900000.0,63.0,1
Guyana,LB,2000.0,475000.0,60.0,1
Guyana,LWB,2000.0,475000.0,60.0,1
Guyana,CDM,1000.0,325000.0,56.0,1
Guyana,CM,1000.0,325000.0,56.0,1
Guyana,GK,900.0,110000.0,51.0,1
Haiti,ST,4000.0,1500000.0,68.0,2
Haiti,LM,3000.0,1300000.0,67.0,1
Haiti,RB,2500.0,1387500.0,66.5,2
Haiti,RM,2000.0,800000.0,63.0,2
Haiti,CDM,1000.0,850000.0,64.0,1
Haiti,CM,1000.0,850000.0,64.0,1
Haiti,GK,1000.0,190000.0,64.0,1
Haiti,CB,750.0,725000.0,61.0,1
Honduras,LM,18500.0,4250000.0,74.0,2
Honduras,ST,17666.666666666668,5333333.333333333,74.33333333333333,3
Honduras,RM,8500.0,4025000.0,67.5,2
Honduras,CAM,6000.0,2000000.0,71.0,1
Honduras,CB,6000.0,1600000.0,71.0,1
Honduras,RB,6000.0,1600000.0,71.0,1
Honduras,CDM,3500.0,1137500.0,63.5,2
Honduras,CM,3500.0,1275000.0,65.5,2
Hong Kong,CM,1500.0,217500.0,53.0,2
Hungary,CF,22000.0,7500000.0,75.0,1
Hungary,CAM,17900.0,11016666.666666666,70.0,3
Hungary,GK,17860.0,6336000.0,67.2,5
Hungary,CB,16821.428571428572,5489285.714285715,69.28571428571429,7
Hungary,LM,12400.0,7330000.0,68.0,5
Hungary,LB,11666.666666666666,4275000.0,67.0,3
Hungary,RM,9200.0,2570000.0,67.4,5
Hungary,CDM,6275.0,2200000.0,69.0,2
Hungary,RWB,5333.333333333333,1216666.6666666667,63.333333333333336,3
Hungary,ST,5000.0,1755000.0,65.8,5
Hungary,LW,4000.0,3233333.3333333335,68.66666666666667,3
Hungary,RB,3850.0,1575000.0,67.75,4
Hungary,CM,3550.0,1550000.0,67.6,5
Hungary,RW,2500.0,1225000.0,63.5,2
Iceland,RM,17000.0,2462500.0,69.5,2
Iceland,CAM,16000.0,3346428.5714285714,67.71428571428571,7
Iceland,CF,11000.0,1987500.0,65.5,2
Iceland,LM,10387.5,1712500.0,67.75,4
Iceland,GK,5708.333333333333,1058333.3333333333,63.666666666666664,6
Iceland,CB,5118.75,1487500.0,65.625,8
Iceland,CM,4970.0,1225000.0,65.66666666666667,15
Iceland,RW,4966.666666666667,2110000.0,65.66666666666667,3
Iceland,LB,4933.333333333333,774444.4444444445,62.77777777777778,9
Iceland,ST,4892.307692307692,1171538.4615384615,64.84615384615384,13
Iceland,LW,4250.0,1481250.0,64.75,4
Iceland,LWB,4000.0,675000.0,67.5,2
Iceland,CDM,3666.6666666666665,1041666.6666666666,66.0,3
Iceland,RB,1250.0,1512500.0,62.5,2
India,RW,616.6666666666666,238333.33333333334,54.333333333333336,3
India,LW,566.6666666666666,265000.0,56.0,3
India,ST,519.3548387096774,184838.70967741936,53.45161290322581,31
India,LM,517.3076923076923,215961.53846153847,54.82692307692308,52
India,CB,516.25,183500.0,54.625,40
India,RM,513.0434782608696,198586.95652173914,54.30434782608695,46
India,CM,512.5,192500.0,53.361111111111114,36
India,LB,511.7647058823529,201323.5294117647,54.794117647058826,34
India,CDM,511.42857142857144,212142.85714285713,54.714285714285715,35
India,RB,508.0,174800.0,54.22,50
India,GK,506.94444444444446,135972.22222222222,53.5,36
India,CAM,505.88235294117646,193235.29411764705,52.88235294117647,17
India,CF,500.0,210000.0,53.0,1
India,LWB,500.0,350000.0,56.0,2
India,RWB,500.0,140000.0,57.0,1
Indonesia,CB,550.0,300000.0,55.0,1
Iran,CF,20000.0,21500000.0,80.0,1
Iran,ST,18666.666666666668,9133333.333333334,73.0,6
Iran,CAM,17000.0,3250000.0,71.5,2
Iran,LW,12333.333333333334,1933333.3333333333,68.0,3
Iran,CM,9183.333333333334,1016666.6666666666,66.66666666666667,3
Iran,RW,8666.666666666666,2500000.0,69.33333333333333,3
Iran,RM,6800.0,3850000.0,73.0,2
Iran,CB,5333.333333333333,1300000.0,67.66666666666667,3
Iran,GK,4750.0,1342500.0,69.5,4
Iran,LM,4675.0,2575000.0,70.75,4
Iran,CDM,4183.333333333333,1016666.6666666666,66.33333333333333,3
Iran,LB,1900.0,1766666.6666666667,69.66666666666667,3
Iran,RB,1800.0,1537500.0,69.5,2
Iran,LWB,1000.0,2900000.0,73.0,1
Iraq,LB,10000.0,2900000.0,73.0,1
Iraq,LWB,6000.0,2200000.0,70.0,2
Iraq,CAM,5000.0,625000.0,60.0,1
Iraq,LM,4500.0,1581250.0,68.75,4
Iraq,CM,3250.0,1018750.0,65.25,4
Iraq,RB,3000.0,575000.0,64.0,1
Iraq,ST,1000.0,375000.0,56.0,1
Israel,CB,17500.0,1500000.0,68.5,2
Israel,CDM,14333.333333333334,1266666.6666666667,66.66666666666667,3
Israel,RB,14000.0,2800000.0,73.0,1
Israel,RW,14000.0,3637500.0,67.0,2
Israel,RWB,14000.0,2800000.0,73.0,1
Israel,ST,13111.111111111111,4258333.333333333,70.11111111111111,9
Israel,RM,5600.0,6816666.666666667,70.66666666666667,3
Israel,CM,5000.0,1275000.0,66.25,4
Israel,CAM,3600.0,6766666.666666667,71.0,3
Israel,GK,3500.0,550000.0,64.0,2
Israel,LW,3000.0,1160000.0,62.666666666666664,3
Israel,LM,2360.0,4270000.0,67.0,5
Israel,LB,1500.0,650000.0,61.0,2
Israel,LWB,1000.0,300000.0,57.0,1
Italy,RWB,32615.384615384617,7151923.076923077,74.0,13
Italy,LWB,29090.909090909092,8057272.7272727275,72.36363636363636,11
Italy,LW,27710.526315789473,11692105.263157895,71.78947368421052,19
Italy,LM,25166.666666666668,8858518.518518519,72.0,27
Italy,CM,23585.82089552239,8692910.447761195,70.6268656716418,67
Italy,RM,23085.714285714286,9415178.57142857,72.0,28
Italy,CF,22862.5,8009821.428571428,71.32142857142857,28
Italy,CAM,20352.941176470587,7356617.647058823,69.88235294117646,34
Italy,CB,20228.676470588234,4774632.352941177,69.79411764705883,68
Italy,CDM,19978.37837837838,7698648.6486486485,70.29729729729729,37
Italy,RW,19484.21052631579,10764473.684210526,70.89473684210526,19
Italy,RB,18521.62162162162,4509189.189189189,70.48648648648648,37
Italy,ST,16250.0,5076964.285714285,68.80357142857143,56
Italy,LB,14857.5,3778625.0,69.375,40
Italy,GK,12733.333333333334,5310277.777777778,69.22222222222223,54
Jamaica,CF,48000.0,4300000.0,74.0,1
Jamaica,RW,32666.666666666668,12558333.333333334,73.0,3
Jamaica,RM,26600.0,8380000.0,69.6,5
Jamaica,LW,25000.0,9518750.0,70.0,4
Jamaica,CAM,19400.0,2035000.0,70.0,5
Jamaica,ST,18700.0,2854545.4545454546,67.81818181818181,11
Jamaica,CB,10600.0,1373500.0,68.5,10
Jamaica,GK,7000.0,7000000.0,77.0,1
Jamaica,LM,5333.333333333333,900000.0,64.33333333333333,3
Jamaica,CM,4500.0,937500.0,64.0,2
Jamaica,LWB,4500.0,1012500.0,66.0,2
Jamaica,LB,4000.0,962500.0,66.25,4
Jamaica,RWB,4000.0,875000.0,64.0,3
Jamaica,RB,2250.0,662500.0,65.75,4
Jamaica,CDM,2000.0,307500.0,60.5,2
Japan,LW,16278.125,2798125.0,67.1875,16
Japan,LWB,14000.0,2308333.3333333335,68.33333333333333,3
Japan,RW,7806.0,2488800.0,66.08,25
Japan,CAM,5937.878787878788,2099924.242424242,65.66666666666667,66
Japan,CF,5195.0,1629083.3333333333,65.4,60
Japan,ST,3615.3061224489797,1055969.387755102,63.92857142857143,98
Japan,CDM,3615.1162790697676,1126744.1860465116,65.30232558139535,86
Japan,RM,3591.6666666666665,1246562.5,64.80208333333333,96
Japan,CM,3515.748031496063,1101692.9133858269,64.91338582677166,127
Japan,RB,3414.285714285714,1372857.142857143,64.65714285714286,70
Japan,LM,3147.0873786407765,1010873.786407767,64.75728155339806,103
Japan,CB,3048.728813559322,864576.2711864407,64.13559322033899,118
Japan,RWB,2666.6666666666665,1100000.0,65.0,3
Japan,LB,2579.6610169491523,877711.8644067796,64.49152542372882,59
Japan,GK,1362.686567164179,411343.2835820895,61.83582089552239,67
Jordan,CAM,7000.0,2200000.0,69.0,1
Jordan,LM,7000.0,2200000.0,69.0,1
Jordan,RM,7000.0,2200000.0,69.0,1
Jordan,ST,2000.0,240000.0,60.0,1
Kazakhstan,LB,19000.0,2500000.0,70.0,1
Kazakhstan,LM,19000.0,2500000.0,70.0,1
Kazakhstan,CDM,4000.0,912500.0,66.5,2
Kazakhstan,CM,4000.0,912500.0,66.5,2
Kenya,CM,8000.0,3500000.0,74.0,1
Kenya,LWB,7000.0,1000000.0,63.0,1
Kenya,LB,6000.0,1750000.0,67.0,2
Kenya,RB,5000.0,2500000.0,71.0,1
Kenya,CDM,4250.0,2012500.0,69.0,2
Kenya,CB,4000.0,1133333.3333333333,63.333333333333336,3
Kenya,LM,2000.0,750000.0,63.0,1
Kenya,RW,2000.0,500000.0,61.0,1
Kenya,ST,1425.0,387500.0,58.0,2
Korea Republic,LW,15881.25,6059166.666666667,64.33333333333333,24
Korea Republic,LM,10477.586206896553,4373103.448275862,64.72413793103448,29
Korea Republic,CF,7666.666666666667,2233333.3333333335,65.0,6
Korea Republic,ST,7549.180327868852,2844754.098360656,62.26229508196721,61
Korea Republic,CAM,4982.142857142857,1698928.5714285714,65.17857142857143,28
Korea Republic,RM,3200.0,1099750.0,62.85,40
Korea Republic,RW,2937.9310344827586,835000.0,62.06896551724138,29
Korea Republic,CDM,2894.7368421052633,848026.3157894737,64.05263157894737,38
Korea Republic,CM,2642.2077922077924,845000.0,62.311688311688314,77
Korea Republic,CB,2636.0,788600.0,62.12,75
Korea Republic,LB,2404.5454545454545,651969.696969697,62.93939393939394,33
Korea Republic,RB,2018.1818181818182,589393.9393939395,63.09090909090909,33
Korea Republic,LWB,1664.2857142857142,554285.7142857143,62.285714285714285,7
Korea Republic,GK,1556.6666666666667,504000.0,61.17777777777778,45
Korea Republic,RWB,1527.7777777777778,672777.7777777778,60.666666666666664,9
Kosovo,GK,23000.0,1900000.0,69.5,2
Kosovo,RWB,20500.0,3250000.0,72.5,2
Kosovo,LM,11461.538461538461,2748076.923076923,69.3076923076923,13
Kosovo,ST,9509.09090909091,2095454.5454545454,66.0,11
Kosovo,LW,9400.0,1960000.0,69.6,5
Kosovo,RM,9000.0,1991666.6666666667,68.33333333333333,9
Kosovo,CAM,7857.142857142857,1946428.5714285714,66.85714285714286,7
Kosovo,CDM,7838.888888888889,1397222.2222222222,65.11111111111111,9
Kosovo,CB,7818.181818181818,2380000.0,63.45454545454545,11
Kosovo,CM,7110.0,1360000.0,64.3,10
Kosovo,LWB,7000.0,1312500.0,64.0,2
Kosovo,LB,6000.0,1180000.0,65.2,5
Kosovo,RB,3400.0,980000.0,64.8,5
Kosovo,RW,3000.0,1500000.0,67.0,1
Kyrgyzstan,LM,800.0,600000.0,65.0,1
Kyrgyzstan,RM,800.0,600000.0,65.0,1
Kyrgyzstan,ST,800.0,600000.0,65.0,1
Latvia,ST,2500.0,1100000.0,64.5,2
Latvia,CB,1000.0,825000.0,64.0,1
Latvia,CDM,1000.0,825000.0,64.0,1
Latvia,GK,1000.0,60000.0,64.0,1
Latvia,LW,650.0,375000.0,57.0,1
Latvia,CAM,600.0,412500.0,58.0,2
Latvia,LM,550.0,450000.0,59.0,1
Latvia,RM,550.0,450000.0,59.0,1
Lebanon,ST,2000.0,425000.0,62.0,1
Liberia,LW,1000.0,525000.0,63.0,1
Liberia,RW,1000.0,525000.0,63.0,1
Liberia,ST,1000.0,725000.0,65.0,1
Liberia,LB,800.0,8500000.0,75.0,1
Liberia,CM,700.0,4450000.0,66.5,2
Liberia,LM,650.0,4525000.0,67.0,2
Liberia,RM,500.0,550000.0,59.0,1
Libya,CDM,14000.0,13500000.0,77.0,1
Libya,CM,14000.0,13500000.0,77.0,1
Libya,RM,6000.0,2000000.0,71.0,1
Lithuania,CAM,5000.0,300000.0,55.0,1
Lithuania,LM,4000.0,850000.0,66.0,1
Lithuania,GK,3500.0,500000.0,63.5,2
Lithuania,CF,3000.0,875000.0,64.0,2
Lithuania,ST,2250.0,662500.0,63.75,4
Lithuania,CDM,2000.0,1350000.0,65.0,2
Lithuania,CM,2000.0,1350000.0,65.0,2
Lithuania,LB,2000.0,675000.0,64.0,1
Lithuania,RB,2000.0,675000.0,64.0,1
Lithuania,CB,1500.0,1212500.0,62.0,2
Luxembourg,CDM,16500.0,3450000.0,71.0,2
Luxembourg,RW,15000.0,1900000.0,69.0,1
Luxembourg,CM,10400.0,1945000.0,65.4,5
Luxembourg,GK,4900.0,812500.0,65.5,2
Luxembourg,LWB,4000.0,925000.0,67.0,1
Luxembourg,RM,3000.0,612500.0,64.0,2
Luxembourg,RB,2833.3333333333335,666666.6666666666,63.0,3
Luxembourg,CB,2375.0,912500.0,65.0,4
Luxembourg,LB,2333.3333333333335,841666.6666666666,65.66666666666667,3
Luxembourg,LM,2000.0,600000.0,64.0,1
Luxembourg,LW,850.0,2800000.0,72.0,1
Madagascar,LM,11000.0,2400000.0,71.0,1
Madagascar,LWB,11000.0,2400000.0,71.0,1
Madagascar,LB,8000.0,325000.0,71.0,1
Madagascar,CM,6375.0,2081250.0,68.5,4
Madagascar,RB,6000.0,1700000.0,72.0,1
Madagascar,CDM,4833.333333333333,1975000.0,67.66666666666667,3
Madagascar,CB,4666.666666666667,983333.3333333334,69.0,3
Madagascar,CAM,500.0,325000.0,61.0,1
Malawi,LW,750.0,1900000.0,71.0,1
Malawi,ST,750.0,1900000.0,71.0,1
Malaysia,CB,11000.0,1600000.0,69.0,1
Malaysia,RB,11000.0,1600000.0,69.0,1
Malaysia,CAM,500.0,325000.0,61.0,1
Malaysia,CM,500.0,325000.0,61.0,1
Mali,RM,26000.0,7716666.666666667,72.0,6
Mali,LWB,22000.0,2800000.0,73.0,1
Mali,RB,18000.0,6200000.0,73.25,4
Mali,CM,12913.04347826087,4943478.260869565,69.1304347826087,23
Mali,CDM,12681.818181818182,5003409.090909091,69.04545454545455,22
Mali,LM,11000.0,1957142.857142857,66.57142857142857,7
Mali,LB,10200.0,1740000.0,68.8,5
Mali,LW,8500.0,1200000.0,67.5,2
Mali,ST,7723.684210526316,2275000.0,65.6842105263158,19
Mali,CB,7087.5,2000000.0,68.5,8
Mali,RW,7000.0,2133333.3333333335,69.66666666666667,3
Mali,CAM,5500.0,1720833.3333333333,66.0,6
Mali,GK,2000.0,850000.0,66.0,1
Mali,RWB,2000.0,1400000.0,68.0,1
Malta,CAM,12000.0,2500000.0,72.0,1
Malta,CDM,12000.0,2500000.0,72.0,1
Malta,CM,12000.0,2500000.0,72.0,1
Malta,CB,2000.0,775000.0,64.0,1
Malta,RWB,2000.0,775000.0,64.0,1
Mauritania,ST,6500.0,1300000.0,68.5,2
Mauritania,CAM,4500.0,1062500.0,65.0,2
Mauritania,RB,2000.0,650000.0,65.0,1
Mauritania,LB,1000.0,950000.0,65.0,1
Mauritania,LM,1000.0,725000.0,61.0,1
Mauritania,LWB,1000.0,950000.0,65.0,1
Mauritania,RM,1000.0,725000.0,61.0,1
Mauritania,CDM,500.0,750000.0,66.0,1
Mauritius,CB,3000.0,600000.0,65.0,1
Mexico,LW,27250.0,9837500.0,73.625,8
Mexico,RW,20791.666666666668,7972916.666666667,71.41666666666667,12
Mexico,CF,15000.0,3066666.6666666665,69.33333333333333,3
Mexico,RM,12567.567567567568,3213513.5135135134,68.05405405405405,37
Mexico,CDM,12480.76923076923,2923557.6923076925,69.09615384615384,52
Mexico,RB,11751.0,2320600.0,67.32,50
Mexico,ST,11684.52380952381,3036904.761904762,64.95238095238095,42
Mexico,LM,11564.70588235294,2451960.7843137253,66.54901960784314,51
Mexico,CM,11157.608695652174,2495923.913043478,67.04347826086956,92
Mexico,LB,10755.555555555555,1707222.2222222222,66.46666666666667,45
Mexico,LWB,10625.0,1709375.0,66.875,8
Mexico,CAM,10504.838709677419,2990322.580645161,67.19354838709677,31
Mexico,RWB,10300.0,2662500.0,70.0,10
Mexico,CB,9600.0,1889545.4545454546,66.34545454545454,55
Mexico,GK,8250.0,1335555.5555555555,66.44444444444444,36
Moldova,CB,6500.0,500000.0,64.75,4
Moldova,CAM,4000.0,2200000.0,72.0,1
Moldova,GK,3000.0,475000.0,65.0,1
Moldova,RW,3000.0,975000.0,63.0,1
Moldova,ST,3000.0,975000.0,63.0,1
Moldova,CDM,2333.3333333333335,1200000.0,67.33333333333333,3
Moldova,CM,2333.3333333333335,1200000.0,67.33333333333333,3
Moldova,LB,600.0,2400000.0,70.0,1
Moldova,LWB,600.0,2400000.0,70.0,1
Montenegro,RWB,41000.0,9400000.0,76.0,2
Montenegro,CB,28333.333333333332,9283333.333333334,72.33333333333333,6
Montenegro,RB,28000.0,6441666.666666667,72.0,3
